unit,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
PC_POP,N_GE4,DOT,Y45-64,DE	21.97 	19.49 	17.62 	21.55 	19.26 	18.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,DK	: 	18 	18.55 	20.04 	15.52 	13.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,EE	: c	: c	5.31 	8.03 	6.4 	4.51 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,EL	2.08 	1.42 	2.09 	1.69 	1.4 	0.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,ES	8.88 	8.55 	7.81 b	4.72 	4.41 	4.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,FI	22.07 	28.27 	28.15 	25.2 	27.75 	23.82 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,FR	15 	16.47 	17.35 	16.36 	16.93 	15.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,HR	2.6 	2.23 u	1.66 b	2.67 	3.6 	3.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,HU	: 	6.09 	6.47 	5.98 	6.94 	6.95 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,IE	24.73 	26.88 	23.75 	26.41 	23.92 	22.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,IT	6.34 	5.96 	5.51 	5.49 b	2.75 	2.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,LT	0.6 u	0.55 u	0.23 u	0.23 	0.45 u	0.51 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,LU	: 	: c	: c	1.22 	2 	1.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,LV	4.85 	5.81 	5.54 	4.02 	2.39 	4.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,MT	8.1 u	: c	4.08 	6.66 	4.62 	5.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,NL	16.06 	17.73 	17.48 	15.95 	17.24 	18.27 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,NO	33.71 	33.51 	: 	: 	37.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,PL	4.99 	4.72 	4.58 	4.86 	4.18 	3.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,PT	6.95 	7.11 	3.66 	3.62 	4.61 	2.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,RO	0.22 	0.19 	0.28 	0.23 	0.1 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,SE	27.23 	18.81 	23.67 	19.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,SI	6.92 	5.09 	4.33 u	5.5 e	5.98 e	6.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,SK	9.43 	11.36 u	4.12 u	2.38 	4.82 b	1.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y45-64,UK	: 	2.87 	7.26 	4.6 	9.3 	9.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,AT	34.17 	31.66 	37.44 	33.98 	39.55 	33.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,BE	22.51 b	16.59 	15.74 	8.32 	17.5 	10.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,BG	1.71 	0.46 	0.97 	0.45 	0.55 	0.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,CH	: 	19.76 u	20.77 u	21.74 u	20.35 u	20.63 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,CY	14.65 e	15.88 e	15.9 e	14.54 e	4.9 e	5.99 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,CZ	14.85 	14.1 	13.6 	14.74 	13.72 	14.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,DE	22.99 	19.3 	14.96 	22.48 	20.11 	17.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,DK	: 	16.07 	18.21 	15 	16.34 	13.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,EE	: c	: c	5.88 u	: c	7.35 u	3.3 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,EL	2.18 	1.41 u	1.92 	2.09 	1.57 	0.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,ES	8.67 	7.93 	7.21 b	5.23 	4.35 	4.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,FI	22.77 	24.02 	26.53 	24.59 	24.74 	24.83 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,FR	16.43 	17.18 	18.13 	18.55 	18.71 	17.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,HR	1.86 	1.76 u	1.3 b	2.92 	2.65 	2.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,HU	: 	5 	6.78 	4.91 	6.79 	7.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,IE	25.44 	28.67 	23.87 	26.42 	23.16 	23.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,IT	5.68 	5.5 	5.1 	7.72 b	1.69 	2.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,LT	0.54 u	0.51 u	0.18 u	0.17 	0.46 u	0.45 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,LU	: 	: c	: c	1.28 	1.74 	1.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,LV	3.1 	4.51 	4.11 	3.62 	1.23 	4.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,MT	: c	: c	3.65 	7.29 	3.22 	4.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,NL	19.62 	19.69 	18.76 	18.94 	19.64 	22.97 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,NO	33.84 	33.72 	: 	: 	37.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,PL	4.22 	4.17 	4.39 	4.54 	4.35 	2.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,PT	6.47 	5.9 	3.21 	3.21 	5.06 	1.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,RO	0.17 	0.18 	0.15 	0.26 	0.11 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,SE	26.9 	19.02 	23.65 	23.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,SI	5.97 	4.94 	3.7 u	3.39 e	4.46 e	5.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,SK	9.95 	13.16 u	6.27 u	3.44 	2.17 b	1.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y55-64,UK	: 	2.96 	6.36 	2.9 	10.54 	10.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,AT	32.55 	31.88 	31.12 	30.75 	33.06 	32.6 	31.5 	30.9 	31.1 	31.9 	28.4 	33.2 	26.1 	7.2 	6.1 	8.5 	8.7 	9.3 	9 	7.7 	: 	8.7 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,BE	24.57 b	15.59 	14.54 	10.99 	15.25 	10.39 	5.2 	4.9 	4.7 	5.1 	5.3 	5.2 	6.8 	5.8 	5.8 	4.7 	4.5 	: 	4.9 	6.5 	: 	5.7 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,BG	1.82 	0.53 	1.17 	0.7 	0.53 	0.36 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,CH	: 	17.87 	18.71 	19.49 	21.29 	18.39 	7.2 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,CY	22.74 e	24.24 e	22.14 e	21.58 e	7.19 e	10.75 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,CZ	19.8 	19.13 	16.49 	16.94 	15.26 	18.63 e	18.9 	6.8 	13.9 e	11.9 e	14.6 	13.9 	12.9 	12.5 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,DE	18.94 	18.01 	17.9 	18.68 	17.31 	17.61 	14.5 	14.1 	3.6 e	11.7 	7 	6.3 	8.9 	7.6 	9.3 	6.3 	5.7 	5.8 	: 	14.6 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,DK	: 	17.27 	17.38 	16.69 	15.53 	11.75 	11 	8.2 	8.4 	8.3 	7.5 	7.5 	11.1 	7.7 	11.1 	9.9 	10.9 	9.1 	10 	9.5 	12 	12.6 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,EE	11.34 u	6.35 u	7.39 	9.67 	9.43 	7.4 b	: 	: 	7.1 	7.8 	7.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,EL	1.82 	1.37 	1.7 	1.68 	1.39 	1.09 	0.5 	0.6 	0.7 	0.8 	0.7 	0.5 	0.8 	0.3 	0.4 	0.6 	0.7 	0.8 	0.3 	0.3 	0.4 	0.6 	1.2 	1.2 
PC_POP,N_GE4,DOT,Y_GE15,ES	9.76 	9.07 	8.43 b	3.79 	3.85 	4.03 	4.6 	4.6 	4.7 	4.9 	4.4 	4.7 	3.8 	2.7 	1.2 	1.1 	1.1 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,FI	23.68 	25.48 	25.13 	21.72 	24.32 	22.45 b	17.6 	16.8 	17.5 	18 	17.3 	17.8 	17.6 	15.7 	13.9 	13.8 	15.5 	13.2 	13.4 	11.4 	14.3 	10.2 	4.4 	11.6 
PC_POP,N_GE4,DOT,Y_GE15,FR	14.04 	14.44 	14.74 	15.09 	14.84 	14.05 	14 	13.9 	13.6 	14.5 	14.9 	15 	15.5 	13.7 	12.4 	: 	11.9 	12.8 	12.6 	12.8 	12.3 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,HR	4.59 	3.51 	3.33 b	3.87 	4.88 	4.56 	3.9 	5.9 	6.4 	5 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,HU	: 	6.34 	5.59 	5.95 	6.06 	6.58 b	5.4 	3.3 	3.5 	4.7 	6.3 	1 	2.4 	2.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,IE	24.78 	22.8 	22.05 	22.76 	21.73 	21.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,IT	5.61 	6.3 	4.93 	4.43 b	3.04 	2.66 	6.9 	7.8 	7.8 	7 	6.3 	6.3 	6.2 	6.3 	6.4 	6.3 	6.2 	6 	5.6 	6.4 	5.1 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,LT	0.98 u	0.91 u	0.88 u	0.85 	0.84 u	0.47 u	: 	: 	: 	: 	0.8 	0.4 	0.4 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,LU	: 	2.15 u	2.9 u	1.79 	1.82 	2.56 	0.1 	4.7 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	0.3 	0.3 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,LV	5.2 	5.48 	5.8 	5.01 	2.62 	3.94 	4.2 	0.2 	0.3 	0.1 	0.2 	0.3 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,MT	8.23 	5.56 	5.25 	6.4 	5.46 	3.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,NL	16.02 	16.14 	15.83 	14.69 	15.96 	16.72 b	30.9 	30.4 	29.3 	29.7 	28.4 	27.5 	27.9 	28.1 	28.5 	28 	14 	12.1 	12.1 	13 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,NO	33.48 	33.43 	: 	: 	34.34 	: 	30.4 	26 	26.4 	30.1 	17.5 	18.9 	21.6 	21.4 	19.5 	19.1 	17.5 	15.6 	19.8 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,PL	5.61 	5.53 	5.53 	5.15 	4.77 	4.43 	3.9 e	4.1 	4.6 	5.3 	5 	3.9 	3.4 	3.3 e	3.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,PT	6.54 	6.51 	3.75 	3.25 	4.45 	2.46 	1.8 	2.3 	2.3 	0.9 	1.4 	2.9 	2.7 	3.4 	1.6 	2.8 	3 	2.5 	1.7 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,RO	0.28 	0.19 	0.29 	0.26 	0.14 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,SE	24.79 	19.59 	24.25 	20.11 	: 	4.1 	3.5 	3.3 	2.6 	3.5 	2.8 	3.3 	: 	: 	: 	: 	: 	: 	: 	: 	22.5 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,SI	6.28 	5.98 	5.35 	5.73 e	5.68 e	6.9 	10.1 	9 	10.6 	10.6 	9.8 	9.5 	11.3 	8 	7.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,SK	9.7 	7.58 	6.72 u	3.23 	3.59 b	2.49 	2.5 	2.6 	2.8 	2.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE15,UK	: 	5.23 	6.27 	5.19 	6.83 	8.6 	8.8 	8.8 	8 	8.6 	10.4 	8.8 	10.7 	10.9 	13.3 	1.1 	1.1 	1.1 	8.1 	7.9 	7.8 	9.8 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,AT	22.27 	21.77 	19.88 	21.32 	21.48 	24.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,BE	15.69 b	8.4 	12.11 	7.58 	9.02 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,BG	0.13 	0.11 	0.18 	0.18 	0.31 	0.15 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,CH	: 	16.26 	16.34 	15.45 	16.38 u	16.66 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,CY	10.76 e	11.87 e	9.66 e	11.29 e	2.51 e	3.97 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,CZ	6.04 u	8.62 	8.35 	7.16 	6.49 	7.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,DE	16.35 	15.39 	18.89 	16.92 	17.11 	15.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,DK	: 	9.78 	17.17 	9.92 	17.97 	7.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,EE	: 	: c	1.78 u	: c	3.71 u	1.9 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,EL	0.89 u	0.32 u	0.62 	0.8 	0.84 	0.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,ES	4.18 	3.43 	3.64 b	2.64 	2.52 	2.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,FI	19.18 	19.79 	16.88 	12.74 	14.31 	16.95 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,FR	14.98 	15.4 	15.47 	16.37 	15.77 	14.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,HR	1.79 	1.11 u	1.6 b	1.3 	2.68 	0.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,HU	: 	5.04 	3.11 	2.93 	4.2 	3.76 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,IE	22 	19.47 	18.44 	20.38 	17.93 	18.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,IT	2.65 	2.59 	2.27 u	2.31 b	1.48 	1.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,LT	0.98 u	0.86 u	0.3 u	0.3 	0.14 u	0.12 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,LU	: 	: c	: c	1.27 	1.25 	2.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,LV	2.57 	0.97 	: c	1.59 	0.64 	0.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,ME	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,MT	: c	: c	2.49 	2.86 	4.92 	3.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,NL	16.74 	16.37 	15.61 	15.91 	16.79 	16.64 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,NO	30.1 	30.01 	: 	: 	26.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,PL	2.45 	2.47 	2.48 	1.8 	1.62 	1.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,PT	2.74 	2.62 	1.26 	0.95 	1.71 	1.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,RO	0.05 	0.05 	0.12 	0.07 	0.02 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,SE	18.45 	26.21 	29.87 	24.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,SI	3.31 	3.55 	3.85 u	2.68 e	2.49 e	3.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,SK	3.73 	2.73 u	1.42 u	1.01 	1.72 b	1.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_GE65,UK	: 	11.58 	8.71 	8.8 	9.18 	9.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_LT15,CH	: 	38.84 u	42.33 u	26.3 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_LT15,ES	: 	: 	: b	3.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_LT15,HR	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_LT15,HU	: 	8.99 	5.94 	6.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOT,Y_LT15,IT	4.35 	6.26 	3.91 u	4.1 b	3.63 	3.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
